bookID,title,authors,average_rating,isbn,isbn13,language_code,  num_pages,ratings_count,text_reviews_count,publication_date,publisher
11366,The Guns of August,Barbara W. Tuchman/Robert K. Massie,4.17,345476093,9.78E+12,eng,606,40927,1671,8/3/2004,Ballantine Books
11371,It Can't Happen Here,Sinclair Lewis/Michael R.  Meyer,3.77,045121658X,9.78E+12,eng,400,9031,1555,10/4/2005,NAL Trade
11372,Babbitt,Sinclair Lewis,3.66,486431673,9.78E+12,en-US,320,249,29,9/22/2003,Dover Publications
11373,Main Street,Sinclair Lewis/Brooke Allen,3.77,1593080360,9.78E+12,en-US,560,286,37,8/1/2003,Barnes  Noble Classics
11376,Main Street,Sinclair Lewis,3.77,375753141,9.78E+12,eng,454,21451,778,11/1/2000,Modern Library
11377,Arrowsmith / Elmer Gantry / Dodsworth,Sinclair Lewis/Richard R. Lingeman,3.9,1931082081,9.78E+12,en-US,1346,58,11,8/26/2002,Library of America
11378,Elmer Gantry,Sinclair Lewis,3.99,2859405461,9.78E+12,fre,352,3840,318,10/1/1998,Phébus
11380,Die Geisha,Arthur Golden,4.11,3442726328,9.78E+12,ger,573,314,14,2/1/2000,Wilhelm Goldmann Verlag  GmbH
11383,Arthur Edward Waite's Quest of the Golden Stairs,Arthur Edward Waite,3.9,766144739,9.78E+12,eng,184,9,0,4/7/2003,Kessinger Publishing
11389,Arrowsmith,Sinclair Lewis/E.L. Doctorow,3.82,451526910,9.78E+12,eng,428,5889,300,6/1/1953,Harcourt Brace Jovanovich
11390,Something Wicked This Way Comes,Ray Bradbury,3.94,965020452,9.78E+12,eng,293,834,54,1/1/2001,Bookspan
11399,Living on the Ragged Edge: Finding Joy in a World Gone Mad: Workbook,Charles R. Swindoll,4.2,1418503460,9.78E+12,en-US,268,3,0,4/6/2005,Nelson Reference & Electronic Publishing
11406,A Door of Hope,Jan Frank,3.97,898401879,9.78E+12,eng,197,28,3,4/1/1987,Here's Life Publishers
11413,Captivating: Unveiling the Mystery of a Woman's Soul,John Eldredge/Stasi Eldredge,3.91,785264698,9.78E+12,en-US,243,42509,738,4/5/2005,Nelson Books
11426,Family (Firstborn  #4),Karen Kingsbury,4.42,842387463,9.78E+12,eng,345,8370,143,10/1/2006,Tyndale House Publishers
11427,Found (Firstborn  #3),Karen Kingsbury,4.44,842387455,9.78E+12,eng,342,8874,174,8/1/2006,Tyndale House Publishers
11428,Forever (Firstborn  #5),Karen Kingsbury,4.43,1414307640,9.78E+12,eng,346,8158,146,2/22/2007,Tyndale House Publishers
11429,Ever After (Lost Love  #2),Karen Kingsbury,4.32,031024756X,9.78E+12,eng,337,10722,354,1/1/2007,Zondervan
11430,Return (Redemption  #3),Karen Kingsbury/Gary Smalley,4.45,842382895,9.78E+12,eng,384,13180,288,9/1/2003,Tyndale House Publishers
11431,The Red Gloves Collection (Red Gloves  #1-4),Karen Kingsbury,4.49,446579629,9.78E+12,eng,640,718,36,10/10/2006,FaithWords
11432,Reunion (Redemption  #5),Karen Kingsbury/Gary Smalley,4.5,842386882,9.78E+12,en-US,400,12509,271,7/1/2004,Tyndale House Publishers
11433,Redemption (Redemption  #1),Karen Kingsbury/Gary Smalley,4.38,842356223,9.78E+12,eng,384,25248,859,7/22/2002,Tyndale House Publishers
11434,Forgiven (Firstborn  #2),Karen Kingsbury,4.41,842387447,9.78E+12,eng,358,9804,172,9/23/2005,Tyndale House Publishers
11436,Rejoice (Redemption  #4),Karen Kingsbury/Gary Smalley,4.46,84386874,9.78E+12,eng,344,12550,201,3/22/2004,Tyndale House Publishers
11437,Where I'm Calling From: New and Selected Stories,Raymond Carver,4.42,679722319,9.78E+12,eng,544,18280,772,9/12/2000,Vintage Contemporaries
11439,All of Us: The Collected Poems,Raymond Carver,4.3,375703802,9.78E+12,eng,416,1651,107,4/4/2000,Vintage
11441,Short Cuts: Selected Stories,Raymond Carver/Robert Altman,4.11,679748644,9.78E+12,eng,157,4455,232,9/14/1993,Vintage
11449,Cathedral,Raymond Carver,4.28,679723692,9.78E+12,eng,230,21895,894,6/18/1989,Vintage Contemporaries
11463,In Pharaoh's Army: Memories of the Lost War,Tobias Wolff/Luann Walther,4.08,679760237,9.78E+12,eng,240,2398,175,9/26/1995,Vintage
11464,Old School,Tobias Wolff,3.82,747574650,9.78E+12,eng,196,7772,826,2/7/2005,Bloomsbury
11466,This Boy's Life,Tobias Wolff,3.98,802136680,9.78E+12,eng,304,22828,1304,1/20/2000,Grove Press
11468,The Vintage Book of Contemporary American Short Stories,Tobias Wolff,4.11,679745130,9.78E+12,eng,576,1227,79,9/6/1994,Vintage
11472,We Wish to Inform You That Tomorrow We Will Be Killed with Our Families,Philip Gourevitch,4.24,312243359,9.78E+12,eng,356,24862,1443,9/4/1999,Picador USA
11473,The Paris Review Interviews  I: 16 Celebrated Interviews,The Paris Review/Philip Gourevitch/Rebecca West/Elizabeth Bishop/Robert  Stone/Robert Gottlieb/Richard Price/Billy Wilder/Jack Gilbert/Joan Didion/Dorothy Parker/Truman Capote/Ernest Hemingway/T.S. Eliot/Saul Bellow/Jorge Luis Borges/Kurt Vonnegut Jr./James M. Cain,4.37,312361750,9.78E+12,eng,510,866,103,10/17/2006,Picador USA
11478,The Living and the Dead: Robert McNamara and Five Lives of a Lost War,Paul Hendrickson,4.01,067978117X,9.78E+12,eng,448,135,11,10/28/1997,Vintage
11481,Sons of Mississippi: A Story of Race and Its Legacy,Paul Hendrickson,3.81,375704256,9.78E+12,eng,368,170,31,1/6/2004,Vintage
11482,Looking for the Light: The Hidden Life and Art of Marion Post Wolcott,Paul Hendrickson/Marion Post Wolcott,4.07,394577299,9.78E+12,eng,297,14,3,4/21/1992,Alfred A. Knopf
11486,The Color Purple,Alice Walker,4.2,671727796,9.78E+12,eng,295,445206,9643,4/1/2004,Pocket
11492,Bright Purple: Color Me Confused (TrueColors  #10),Melody Carlson,3.49,1576839508,9.78E+12,eng,213,806,61,9/5/2006,Th1nk Books
11494,Humboldt's Gift,Saul Bellow,3.86,140189440,9.78E+12,eng,487,6995,378,6/1/1996,Penguin Classics
11499,The Promise,Chaim Potok,4.15,1400095417,9.78E+12,eng,368,11255,499,11/8/2005,Anchor Books
11502,The Gift of Asher Lev,Chaim Potok,4.16,449001156,9.78E+12,eng,384,6224,339,9/10/1997,Ballantine Books
11503,In the Beginning,Chaim Potok,4.08,044900113X,9.78E+12,eng,416,2222,120,9/10/1997,Ballantine Books
11507,My Name Is Asher Lev,Chaim Potok,4.21,1400031044,9.78E+12,eng,369,32785,2398,3/11/2003,Anchor
11511,L'Échiquier du mal,Dan Simmons,3.9,2207254410,9.78E+12,fre,999,63,7,6/8/2003,Denoël
11514,L'Éveil d'Endymion II,Dan Simmons,4.25,2266106341,9.78E+12,fre,410,19,0,7/6/2000,Pocket
11516,Les Larmes d'Icare,Dan Simmons/Jean-Daniel Brèque,3.81,220724038X,9.78E+12,fre,357,0,0,3/15/1994,Denoël
11518,L'Épée de Darwin,Dan Simmons/Guy Abadia,3.33,2268043185,9.78E+12,fre,436,3,0,11/20/2002,Éditions du Rocher
11519,Les Fils des ténèbres,Dan Simmons,3.71,2226074740,9.78E+12,fre,464,6,0,10/1/1994,Albin Michel
11520,Endymion: Pforten der Zeit,Dan Simmons,4.17,3442353920,9.78E+12,ger,672,3,0,2/1/2001,Blanvalet Taschenbuch
11525,1 000 Places to See Before You Die,Patricia Schultz,3.85,761104844,9.78E+12,eng,992,36303,439,5/22/2003,Workman Publishing Company
11535,The Crook Factory,Dan Simmons,3.8,380789175,9.78E+12,eng,580,1108,89,8/1/2000,HarperTorch
11541,Swan Song,Robert R. McCammon,4.28,067162413X,9.78E+12,eng,956,147,23,6/1/1987,Pocket Books
11548,Mine,Robert R. McCammon,3.9,671739441,9.78E+12,en-GB,496,9111,231,5/1/1991,Pocket Books
11549,Gone South,Robert R. McCammon,3.93,671743074,9.78E+12,eng,400,4849,228,8/1/1993,Pocket Books
11550,Usher's Passing,Robert R. McCammon,3.92,671769928,9.78E+12,eng,416,3226,143,10/1/1992,Pocket Books
11551,The Wolf's Hour,Robert R. McCammon,4.06,671731424,9.78E+12,eng,603,8741,326,8/15/1990,Pocket Books
11552,Mystery Walk,Robert R. McCammon,3.89,067176991X,9.78E+12,eng,432,2242,96,10/1/1992,Pocket Books
11553,Boy's Life,Robert R. McCammon,4.35,671743058,9.78E+12,eng,580,17540,1740,5/1/1992,Pocket Books
11556,Stinger,Robert R. McCammon,3.87,671737767,9.78E+12,en-US,538,5725,147,4/1/1988,Pocket Books
11557,Swan Song,Robert R. McCammon,4.28,671741039,9.78E+12,eng,956,46244,2540,6/1/1987,Pocket Books
11563,Danse Macabre,Stephen King,3.64,042518160X,9.78E+12,eng,400,21063,460,9/1/2001,Berkley
11565,The Secretary of Dreams  Volume One,Stephen King/Glenn Chadbourne,4.47,1587671409,9.78E+12,eng,281,291,7,10/30/2006,Cemetery Dance Publications
11566,The Green Mile,Stephen King,4.44,451933028,9.78E+12,eng,592,207869,4570,9/1/1996,Penguin Signet
11570,Dreamcatcher,Stephen King/William Olivier Desmond/Maria Teresa Marenco,3.63,2226131906,9.78E+12,fre,688,136312,1617,3/1/2002,Albin Michel
11571,Storm of the Century: An Original Screenplay,Stephen King,3.92,965796930,9.78E+12,en-US,376,252,14,1/1/1999,Book of the Month Club
11574,The Body,Stephen King/Robin Waterfield,4.25,582418178,9.78E+12,eng,80,29670,974,12/20/1999,Penguin Books
11580,Creepshow,Stephen King/Bernie Wrightson/Michele Wrightson,4.07,452253802,9.78E+12,eng,66,34392,275,8/1/1982,Plume
11584,On Writing: A Memoir,Stephen King,4.33,340820462,9.78E+12,eng,384,1118,142,9/1/2001,New English Library
11588,The Shining,Stephen King,4.22,450040186,9.78E+12,eng,659,978535,15105,7/1/1980,New English Library (Hodder & Stoughton)
11594,La Torre Oscura VII - Tomo 2 of 2 (La Torre Oscura  #7),Stephen King/Verónica Canales,4.24,9506440824,9.79E+12,spa,496,192,9,4/28/2006,Plaza y Janés
11597,The Dark Half,Stephen King,3.77,045052468X,9.78E+12,eng,469,110131,1282,10/7/1990,New English Library
11601,The Science of Stephen King: From 'Carrie' to 'Cell ' The Terrifying Truth Behind the Horror Master's Fiction,Lois H. Gresh/Robert E. Weinberg,3.42,471782475,9.78E+12,eng,272,62,9,8/1/2007,Wiley
11604,The Girl Who Loved Tom Gordon,Stephen King,3.59,671042858,9.78E+12,eng,264,1997,184,2/1/2000,Pocket Books
11605,Riding the Bullet,Stephen King/Josh Hamilton,3.63,743525876,9.78E+12,eng,66,11649,270,5/1/2002,Simon  Schuster Audio
11606,The Bachman Books: Four Early Novels by Stephen King,Stephen King/Richard Bachman,4.11,453005071,9.78E+12,eng,692,1098,84,10/4/1985,NAL Books
11608,El umbral de la noche,Stephen King/Gregorio Vlastelica/Eduardo Goligorsky,4,060981088X,9.78E+12,spa,424,737,119,9/4/2001,Plaza y Janés
11611,Stand by Me,Raynold Gideon,4.32,9998691567,9.79E+12,eng,96,1436,24,6/1/1986,Columbia Pictures Pubns
11613,La danza de la muerte,Stephen King/Eduardo Goligorsky,4.34,8401321689,9.79E+12,spa,613,64,3,7/10/1986,Plaza & Janes Editores Sa
11616,The Gardens of Emily Dickinson,Judith Farr/Louise Carter,3.84,067401829X,9.78E+12,eng,350,54,13,10/1/2005,Harvard University Press
11617,The Life of Emily Dickinson,Richard B. Sewall,4.29,674530802,9.78E+12,eng,821,315,20,7/15/1998,Harvard University Press
11619,The Poems of Emily Dickinson,Emily Dickinson/R.W. Franklin,4.25,674018249,9.78E+12,eng,690,475,39,10/1/2005,Belknap Press
11621,Selected Poetry of Emily Dickinson,Emily Dickinson,4.17,385487185,9.78E+12,eng,299,77,3,4/14/1997,Doubleday Books
11623,The Unabridged Journals of Sylvia Plath,Sylvia Plath/Karen V. Kukil,4.31,385720254,9.78E+12,eng,732,14009,483,10/17/2000,Anchor
11625,Ariel: The Restored Edition,Sylvia Plath/Frieda Hughes,4.27,60732601,9.78E+12,eng,256,3737,283,3/6/2018,Harper Perennial Modern Classics
11627,The Colossus and Other Poems,Sylvia Plath,4.19,375704469,9.78E+12,eng,84,9140,224,5/19/1998,Vintage
11630,Rough Magic: A Biography of Sylvia Plath,Paul Alexander,3.92,306812991,9.78E+12,eng,402,1516,60,9/18/2003,Da Capo Press
11632,The Journals of Sylvia Plath,Sylvia Plath/Ted Hughes/Frances McCullough,4.17,385493916,9.78E+12,eng,384,1163,64,5/11/1998,Anchor
11635,The Death and Life of Sylvia Plath,Ronald Hayman,3.67,750934220,9.78E+12,eng,224,453,24,7/24/2003,Sutton
11643,Te Kaihau: The Windeater,Keri Hulme,3.72,807611689,9.78E+12,eng,239,165,16,2/1/1987,George Braziller
11648,Everyman,Philip Roth,3.58,061873516X,9.78E+12,en-US,182,821,131,5/9/2006,Houghton Mifflin
11650,American Pastoral (The American Trilogy  #1),Philip Roth,3.92,99771810,9.78E+12,eng,432,47156,3007,3/5/1998,Vintage
11653,I Married a Communist (The American Trilogy  #2),Philip Roth,3.81,375707212,9.78E+12,eng,323,4996,325,11/2/1999,Vintage
11654,Sabbath's Theater,Philip Roth,3.85,679772596,9.78E+12,eng,451,6993,482,8/6/1996,Vintage
11655,The Counterlife,Philip Roth,3.91,679749047,9.78E+12,eng,336,3192,195,8/6/1996,Vintage
11656,Rabbit Angstrom: The Four Novels,John Updike,4.26,679444599,9.78E+12,eng,1520,1512,148,10/17/1995,Everyman's Library
11657,Terrorist,John Updike,3.17,307264653,9.78E+12,eng,320,3490,410,6/6/2006,Knopf
11663,Rabbit Novels: Rabbit  Run and Rabbit Redux,John Updike,3.98,345464567,9.78E+12,eng,640,811,55,11/4/2003,Ballantine Books
11664,Brazil,John Updike,3.45,449911632,9.78E+12,eng,272,2001,150,8/27/1996,Random House Trade Paperbacks
11665,Conversations with John Updike,James Plath,3.57,878057005,9.78E+12,eng,302,14,2,10/21/2011,University Press of Mississippi
11666,Rabbit at Rest (Rabbit Angstrom #4),John Updike,3.97,449911942,9.78E+12,eng,608,13361,395,8/27/1996,Random House Trade
11668,Rest Rabbit Rest (Sweet Pickles  #18),Jacquelyn Reinach/Richard Hefter,4.02,30420563,9.78E+12,eng,32,92,5,3/1/1978,Holt  Rinehart and Winston  Inc.
11669,The Mambo Kings Play Songs of Love,Oscar Hijuelos,3.68,60845309,9.78E+12,en-US,448,132,19,7/5/2005,Harper Perennial
11670,Mr. Ives' Christmas,Oscar Hijuelos,3.76,60927542,9.78E+12,eng,256,949,128,12/23/2003,Harper Perennial
11671,A Simple Habana Melody,Oscar Hijuelos,3.45,60928697,9.78E+12,eng,368,330,36,6/17/2003,Harper Perennial
11672,The Fourteen Sisters of Emilio Montez O'Brien,Oscar Hijuelos,3.69,60975946,9.78E+12,eng,496,467,31,12/23/2003,Harper Perennial
11684,The Known World,Edward P. Jones,3.83,7195303,9.78E+12,eng,388,449,83,10/1/2004,Harper Perennial
11686,The Stories of John Cheever,John Cheever/Pelle Fritz-Crone,4.27,375724427,9.78E+12,eng,693,12270,529,5/16/2000,Vintage International
11690,Istanbul: Memories and the City,Orhan Pamuk,3.79,1400033888,9.78E+12,eng,356,11930,973,7/11/2006,Vintage International
11692,The Black Book,Orhan Pamuk/Maureen Freely/عین له غریب,3.91,1400078652,9.78E+12,eng,466,6352,425,7/11/2006,Vintage
11693,The White Castle,Orhan Pamuk/Victoria Rowe Holbrook,3.46,571164668,9.78E+12,eng,161,6994,431,7/26/2000,Faber and Faber
11695,La Vida Nueva,Orhan Pamuk/Rafael Carpintero,3.56,9707707763,9.79E+12,spa,282,7,0,10/1/2006,Alfaguara
11697,Granta 85: Hidden Histories,Ian Jack,3.83,1929001150,9.78E+12,eng,254,34,4,5/7/2004,Grove Press  Granta
11698,Me llamo rojo,Orhan Pamuk/Rafael Carpintero,3.85,8466368876,9.79E+12,spa,687,413,45,1/1/2007,Punto de Lectura
11701,The Collected Poems  1957-1987,Octavio Paz/Eliot Weinberger/Elizabeth Bishop,4.3,811211738,9.78E+12,eng,669,2896,46,4/17/1991,New Directions Publishing Corporation
11702,The Labyrinth of Solitude and Other Writings,Octavio Paz/Lysander Kemp/Yara Milos,4.14,080215042X,9.78E+12,eng,398,5170,154,1/12/1994,Grove Press
11704,Sor Juana: Or  the Traps of Faith,Octavio Paz/Margaret Sayers Peden,4.22,674821068,9.78E+12,eng,547,44,6,1/2/1990,Belknap Press
11705,Selected Poems,Octavio Paz/Eliot Weinberger/Charles Tomlinson/William Carlos Williams/Monique Fong Wust/G. Aroul/Elizabeth Bishop/Paul Blackburn/Lysander Kemp/Denise Levertov/Muriel Rukeyser/Mark Strand,4.21,811208990,9.78E+12,eng,160,373,18,9/17/1984,New Directions
11707,The Double Flame: Love and Eroticism,Octavio Paz/Helen Lane,4.21,156003651,9.78E+12,eng,276,602,30,6/1/1996,Harcourt
11715,The English Patient: A Screenplay (Screen and Cinema),Anthony Minghella/Michael Ondaatje,3.86,413715000,9.78E+12,eng,224,25,1,2/24/1997,Bloomsbury Methuen Drama
11723,Angels & Insects,A.S. Byatt,3.65,676503187,9.78E+12,eng,292,7,0,3/29/1994,Vintage Books
11728,The Blue Flower,Penelope Fitzgerald,3.47,395859972,9.78E+12,eng,226,3334,514,4/15/1997,Mariner Books
11729,The Bookshop  The Gate of Angels  The Blue Flower,Penelope Fitzgerald/Frank Kermode,4.07,1400041260,9.78E+12,en-US,472,32,7,9/23/2003,Everyman's Library
11734,The Human Stain (The American Trilogy  #3),Philip Roth,3.88,99282194,9.78E+12,eng,384,25422,1410,4/5/2001,Vintage
11741,Housekeeping,Marilynne Robinson,3.82,312424094,9.78E+12,eng,219,34723,4489,11/1/2004,Picador USA
11751,All Aunt Hagar's Children: Stories,Edward P. Jones,3.78,60557567,9.78E+12,en-US,399,1614,212,8/29/2006,Amistad
11752,Lost in the City,Edward P. Jones,4.03,006079528X,9.78E+12,eng,268,2228,241,11/30/2004,Amistad Press
11762,White Noise,Don DeLillo,3.87,140283307,9.78E+12,eng,320,55821,2523,6/1/1999,Penguin Books
11765,Americana,Don DeLillo,3.43,2868698220,9.78E+12,eng,454,3683,238,8/10/1993,Actes Sud
11766,Love-Lies-Bleeding,Don DeLillo,3.41,743273060,9.78E+12,eng,112,300,24,1/10/2006,Scribner
11767,The Body Artist,Don DeLillo,3.24,743203968,9.78E+12,eng,128,7201,500,2/5/2002,Scribner
11768,The Hotel New Hampshire,John Irving,3.9,552992097,9.78E+12,eng,520,51267,1195,10/22/1982,Black Swan
11769,The Hotel New Hampshire,John Irving,3.9,552120405,9.78E+12,eng,428,217,26,12/31/1982,Corgi Books
11771,Das Hotel New Hampshire,John Irving/Hans Hermann,3.9,3257211945,9.78E+12,ger,597,301,19,1/1/1984,Diogenes Verlag
11772,El Hotel New Hampshire,John Irving/Iris Menéndez,3.9,8472238660,9.79E+12,spa,457,18,3,9/1/1995,TusQuets
11777,Black Girl/White Girl,Joyce Carol Oates,3.23,61125644,9.78E+12,eng,288,2662,290,10/17/2006,Ecco
11779,Them (Wonderland Quartet  #3),Joyce Carol Oates/Elaine Showalter,3.71,345484401,9.78E+12,eng,576,2686,230,9/12/2006,Modern Library
11780,You Must Remember This,Joyce Carol Oates,3.76,452280192,9.78E+12,eng,436,2115,116,11/1/1998,Plume
11781,Wonderland (Wonderland Quartet  #4),Joyce Carol Oates/Elaine Showalter,3.8,081297655X,9.78E+12,eng,528,912,97,9/12/2006,Modern Library
11782,Missing Mom,Joyce Carol Oates,3.55,60816228,9.78E+12,eng,464,3510,357,8/22/2006,Ecco
11784,After the Wreck  I Picked Myself Up  Spread My Wings  and Flew Away,Joyce Carol Oates,3.46,60735252,9.78E+12,eng,292,1168,129,9/1/2006,HarperCollins Publishers
11785,Zombie,Joyce Carol Oates,3.34,452275008,9.78E+12,eng,181,6028,821,9/1/1996,Plume
11796,Sabbath's Theater,Philip Roth,3.85,99582015,9.78E+12,eng,451,128,9,9/5/1996,Vintage
11801,The Stone Diaries,Carol Shields,3.87,143036394,9.78E+12,en-US,384,397,40,8/30/2005,Penguin Essential Editions
11809,Insurgent Collective Action and Civil War in El Salvador,Elisabeth Jean Wood,3.83,521010500,9.78E+12,eng,332,54,4,10/16/2003,Cambridge University Press
11824,The Whipping Boy,Sid Fleischman/Peter Sís,3.57,60521228,9.78E+12,eng,90,21191,1162,4/15/2003,Greenwillow Books
11831,Dicey's Song (Tillerman Cycle  #2),Cynthia Voigt,3.96,689863624,9.78E+12,eng,359,16021,594,7/1/2003,Aladdin Paperbacks
11854,Puzzle Pack: The Witch of Blackbird Pond,Mary B. Collins,1,1583377824,9.78E+12,eng,134,2,0,8/15/2005,Teacher's Pet Publications  Inc.
11861,City on the Seine: Paris in the Time of Richelieu and Louis XIV  1614-1715,Andrew P. Trout,4.17,333666380,9.78E+12,eng,288,0,0,6/5/1996,Palgrave Macmillan
11862,Teach Them Diligently: How to Use the Scriptures in Child Training,Lou Priolo,4.25,1889032204,9.78E+12,eng,162,317,40,9/1/2000,Timeless Texts
11873,The Confessions of Nat Turner,William Styron,3.97,99285568,9.78E+12,eng,480,86,5,7/1/2004,Vintage Classics
11876,Set This House On Fire,William Styron,3.69,009928555X,9.78E+12,eng,567,566,33,4/5/2001,Vintage Classics
11878,Darkness Visible: A Memoir of Madness,William Styron,4.04,679643524,9.78E+12,eng,96,398,51,1/23/2007,Modern Library
11880,A Book of Blue Flowers,Robert L. Geneve,3.83,881927694,9.78E+12,eng,327,0,0,2/1/2006,Timber Press (OR)
11886,Falconer,John Cheever,3.66,224014013,9.78E+12,eng,224,7,0,7/7/1977,Random House UK Ltd (A Division of Random House Group)
11890,The Wapshot Chronicle,John Cheever/Rick Moody,3.76,60528877,9.78E+12,eng,352,6152,257,6/3/2003,Harper Perennial Modern Classics
11900,72 Hour Hold,Bebe Moore Campbell,3.81,1400033616,9.78E+12,eng,336,1746,184,7/11/2006,Anchor
11901,The Witching Hour (Lives of the Mayfair Witches  #1),Anne Rice,4.11,99471426,9.78E+12,eng,1207,87816,2577,11/4/2004,Arrow
11907,The Victim,Saul Bellow,3.53,140189386,9.78E+12,en-US,272,1481,118,3/1/1996,Penguin Classics
11908,The Adventures of Augie March,Saul Bellow/Christopher Hitchens,3.84,143039571,9.78E+12,eng,586,14789,756,10/3/2006,Penguin Classics
11910,Mr. Sammler's Planet,Saul Bellow/Stanley Crouch,3.76,142437832,9.78E+12,eng,288,2721,135,1/6/2004,Penguin Classics
11912,Novels 1956–1964: Seize the Day / Henderson the Rain King / Herzog,Saul Bellow/James  Wood,4.19,159853002X,9.78E+12,eng,793,96,10,1/11/2007,Library of America
11915,Broken (Women of the Otherworld  #6),Kelley Armstrong,4.19,553588184,9.78E+12,eng,444,25866,637,4/25/2006,Bantam
11917,Exit Strategy (Nadia Stafford #1),Kelley Armstrong,3.89,553588192,9.78E+12,eng,480,6236,369,6/26/2007,Bantam
11918,Bitten (Otherworld  #1),Kelley Armstrong,4.05,452286034,9.78E+12,eng,436,79710,3479,9/7/2004,Plume Books
11919,Haunted (Women of the Otherworld  #5),Kelley Armstrong,4.09,553587080,9.78E+12,eng,495,21556,653,5/31/2005,Bantam Spectra
11920,Dime Store Magic (Women of the Otherworld  #3),Kelley Armstrong,4.08,553587064,9.78E+12,eng,414,767,44,5/27/2004,Bantam Spectra
11921,Industrial Magic (Women of the Otherworld #4),Kelley Armstrong,4.13,553587072,9.78E+12,eng,528,777,48,10/26/2004,Bantam Spectra
11922,Stolen (Women of the Otherworld  #2),Kelley Armstrong,4.15,452285933,9.78E+12,eng,468,37400,1136,9/28/2004,Plume
11926,Moderato cantabile,Marguerite Duras,3.51,3518376780,9.78E+12,fre,122,2525,112,1/1/1985,Suhrkamp
11932,The Line Between,Peter S. Beagle,4.12,1892391368,9.78E+12,eng,231,707,97,8/15/2006,Tachyon Publications
11933,Tamsin,Peter S. Beagle,4.02,451457633,9.78E+12,eng,288,3033,241,10/1/1999,Firebird
11934,The Fantasy Worlds of Peter Beagle,Peter S. Beagle,4.21,345289676,9.78E+12,eng,430,530,35,9/12/1979,Del Rey
11938,The Innkeeper's Song,Peter S. Beagle,3.89,451452887,9.78E+12,eng,346,2015,136,11/1/1993,Roc
11949,Uncle Setnakt's Essential Guide to the Left Hand Path,Don Webb,4.37,1885972105,9.78E+12,eng,128,112,9,3/3/2011,Lodestar Books
11963,Les petits chevaux de Tarquinia,Marguerite Duras,3.75,207036187X,9.78E+12,fre,220,267,14,5/1/1973,Gallimard Education
11970,The Humanoids (Humanoids #1),Jack Williamson,3.75,312852533,9.78E+12,eng,299,898,48,1/15/1996,Orb Books
11978,Terraforming Earth,Jack Williamson,3.46,765344971,9.78E+12,eng,352,17,3,2/17/2003,Tor Science Fiction
11980,Les jeux sont faits,Jean-Paul Sartre,3.96,2070394824,9.78E+12,fre,165,1951,77,2/1/1996,Gallimard Education
11988,The Plague  The Fall  Exile and the Kingdom  and Selected Essays,Albert Camus/Stuart Gilbert/Justin O'Brien/David Bellos,4.34,1400042550,9.78E+12,eng,656,843,30,8/17/2004,Everyman's Library
11990,The Rebel,Albert Camus/Anthony Bower/Herbert Read,4.15,679733841,9.78E+12,eng,320,9227,256,1/1/1992,Vintage
11991,The Fall,Albert Camus/Justin O'Brien,4.04,679720227,9.78E+12,eng,147,53697,1772,5/7/1991,Vintage
11993,Camus at Combat: Writing 1944-1947,Albert Camus/Jacqueline Levi-Valensi/Arthur Goldhammer/David Carroll,4.19,691120048,9.78E+12,fre,334,134,5,1/16/2006,Princeton University Press
11995,Resistance  Rebellion and Death: Essays,Albert Camus/Justin O'Brien,4.2,679764011,9.78E+12,en-US,288,2448,104,8/29/1995,Vintage
11996,I Who Have Never Known Men,Jacqueline Harpman/Ros Schwartz,4.09,380731819,9.78E+12,eng,206,516,71,7/1/1998,Harper Voyager
12000,Crime Novels: American Noir of the 1950s,Robert Polito/Jim Thompson/Patricia Highsmith/Charles Willeford/David Goodis/Chester Himes,4.37,1883011493,9.78E+12,eng,892,420,34,9/1/1997,Library of America
12001,Raise High the Roof Beam  Carpenters and Seymour: an Introduction,J.D. Salinger,4.11,140237518,9.78E+12,eng,134,251,19,10/3/1998,Hamish Hamilton
12009,The Algebraist,Iain M. Banks,4.02,1597800449,9.78E+12,eng,434,15363,560,6/1/2006,Night Shade Books
12013,Excession (Culture  #5),Iain M. Banks,4.21,553575376,9.78E+12,eng,499,20051,759,2/2/1998,Bantam Spectra (NY)
12016,Look to Windward (Culture  #7),Iain M. Banks,4.2,743421922,9.78E+12,eng,496,17025,436,11/1/2002,Pocket Books/Simon & Schuster (NY)
12017,Inversions (Culture  #6),Iain M. Banks,3.92,074341196X,9.78E+12,eng,343,10878,342,5/1/2001,Pocket Books
12018,Exzession (Culture  #5),Iain M. Banks/Irene Bonhorst,4.21,3453196791,9.78E+12,ger,655,24,2,3/1/2002,Heyne
12019,Iain Banks' 'The Wasp Factory'  'The Crow Road' and 'Whit',Alan MacGillivray,3.92,948877480,9.78E+12,eng,80,59,3,4/19/2001,Association for Scottish Literary Studies
12022,A Song Of Stone,Iain Banks,3.17,316640166,9.78E+12,eng,280,78,10,1/1/2009,Little Brown
12034,Selected Poems,Herman Melville/Robert Faggen,3.77,143039032,9.78E+12,eng,384,31,2,6/27/2006,Penguin Classics
12035,Herman Melville: A Biography,Hershel Parker,4.22,801881854,9.78E+12,eng,928,3,0,8/15/2005,Johns Hopkins University Press
12036,The Confidence-Man,Herman Melville/Tony Tanner/John Dugdale,3.65,192837621,9.78E+12,eng,361,1876,161,11/11/1999,Oxford University Press
12043,The Italian Girl (Ackroyd and Thackeray #5),Patricia Hall,3.48,312264895,9.78E+12,eng,208,34,2,5/12/2000,St. Martin's Press
